BGC Name	BiGSCAPE GCF	Genome Name	Taxonomy	BGC Type	Study source	Peripla_BP_2 (Y/N)	FecCD (Y/N)	Tonb_dep_Rec (Y/N)
dasN4_104_010G1_maxbin2.maxbin.001.fasta-c00003_N4_104_...region001	1973	dasN4_104_010G1_maxbin2.maxbin.001.fasta	Pantoea_B	NRPS	Infant	1	1	1
dasN4_180_000G1_maxbin2.maxbin.002.fasta-c00033_N4_180_...region001	1628	dasN4_180_000G1_maxbin2.maxbin.002.fasta	Plesiomonas	NRPS	Infant	0	1	1
SRS371477_2-004	2426	SRS371477_2	Proteus	siderophore	Adult	0	1	1
SRS403229_13-002	2426	SRS403229_13	Proteus	siderophore	Adult	0	1	1
SRS371620_4-001	2426	SRS371620_4	Proteus	siderophore	Adult	0	1	1
SRS335368_1-002	2426	SRS335368_1	Proteus	siderophore	Adult	0	1	1
SRS414178_4-001	2426	SRS414178_4	Proteus	siderophore	Adult	0	1	1
SRS344938_3-005	2426	SRS344938_3	Proteus	siderophore	Adult	0	1	1
ERS473293_4-001	2426	ERS473293_4	Proteus	siderophore	Adult	0	1	1
dasN4_125_015G1_concoct_17-c00003_N4_125_...region001	2426	dasN4_125_015G1_concoct_17	Proteus	siderophore	Infant	0	1	1
SRS414255_5-005	2426	SRS414255_5	Proteus	siderophore	Adult	0	1	1
dasN4_170_000G1_abawaca.31.fasta-c00004_N4_170_...region001	2426	dasN4_170_000G1_abawaca.31.fasta	Proteus	siderophore	Infant	0	1	1
SRS000991_3-001	2426	SRS000991_3	Proteus	siderophore	Adult	0	1	1
SRS373051_2-001	2426	SRS373051_2	Proteus	siderophore	Adult	0	1	1
SRS371843_7-001	2426	SRS371843_7	Proteus	siderophore	Adult	0	1	1
ERS473292_16-001	2426	ERS473292_16	Proteus	siderophore	Adult	0	1	1
dasN4_140_034G1_abawaca.25.fasta-c00012_N4_140_...region001	2426	dasN4_140_034G1_abawaca.25.fasta	Proteus	siderophore	Infant	0	1	1
SRS371465_3-002	2426	SRS371465_3	Proteus	siderophore	Adult	0	1	1
SRS372577_1-001	2426	SRS372577_1	Proteus	siderophore	Adult	0	1	1
SRS372647_11-002	2426	SRS372647_11	Proteus	siderophore	Adult	0	1	1
SRS373032_5-001	2426	SRS373032_5	Proteus	siderophore	Adult	0	1	1
dasS2_016_025G1_maxbin2.maxbin.009.fasta-c00001_1625A09...region001	1867	dasS2_016_025G1_maxbin2.maxbin.009.fasta	Providencia	NRPS	Infant	1	1	1
SRS311563_5-002	2046	SRS311563_5	Providencia	nrps	Adult	1	1	1
dasN2_066_017G1_maxbin2.maxbin.002.fasta-c00003_66_004_...region001	1973	dasN2_066_017G1_maxbin2.maxbin.002.fasta	Pseudescherichia	NRPS	Infant	1	1	1
SRS372681_2-001	3029	SRS372681_2	Pseudescherichia	nrps	Adult	1	1	1
SRS332155_2-001	2045	SRS332155_2	Pseudescherichia	nrps	Adult	1	1	1
dasN2_065_011G1_maxbin2.maxbin.003.fasta-c00015_65_007_...region001	2919	dasN2_065_011G1_maxbin2.maxbin.003.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN2_064_000G1_maxbin2.maxbin.007.fasta-c00020_N2_064_...region001	2919	dasN2_064_000G1_maxbin2.maxbin.007.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN1_004_010G1_maxbin2.maxbin.002.fasta-c00011_b004-d0...region001	2919	dasN1_004_010G1_maxbin2.maxbin.002.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN5_215_032G1_concoct_15-c00004_N5_215_...region001	2825	dasN5_215_032G1_concoct_15	Pseudomonas	NRPS	Infant	1	1	1
dasS2_005_014G1_maxbin2.maxbin.002.fasta-c00015_JBBB002...region001	2919	dasS2_005_014G1_maxbin2.maxbin.002.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN4_154_020G1_maxbin2.maxbin.017.fasta-c00016_N4_154_...region001	2919	dasN4_154_020G1_maxbin2.maxbin.017.fasta	Pseudomonas	NRPS	Infant	1	1	1
SRS373046_3-001	2919	SRS373046_3	Pseudomonas	nrps	Adult	1	1	1
dasN4_166_020G1_maxbin2.maxbin.003.fasta-c00011_N4_166_...region001	2919	dasN4_166_020G1_maxbin2.maxbin.003.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasS2_008_017G1_maxbin2.maxbin.008.fasta-c00015_JBBB014...region001	2919	dasS2_008_017G1_maxbin2.maxbin.008.fasta	Pseudomonas	NRPS	Infant	1	1	1
SRS371880_3-005	2919	SRS371880_3	Pseudomonas	nrps	Adult	1	1	1
SRS355397_2-003	2919	SRS355397_2	Pseudomonas	nrps	Adult	1	1	1
SRS373058_4-012	2919	SRS373058_4	Pseudomonas	nrps	Adult	1	1	1
dasN1_014_006G1_abawaca.9.fasta-c00020_b014-d0...region001	2919	dasN1_014_006G1_abawaca.9.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN5_253_000G1_abawaca.2.fasta-c00013_N5_253_...region001	2919	dasN5_253_000G1_abawaca.2.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN3_173_039G1_abawaca.7.fasta-c00003_173_004...region001	2919	dasN3_173_039G1_abawaca.7.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN4_087_000G1_concoct_29-c00013_N4_087_...region001	2919	dasN4_087_000G1_concoct_29	Pseudomonas	NRPS	Infant	1	1	1
dasN4_005_008G1_maxbin2.maxbin.002.fasta-c00011_N4_005_...region001	2919	dasN4_005_008G1_maxbin2.maxbin.002.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN5_239_026G1_maxbin2.maxbin.002.fasta-c00011_N5_239_...region001	2919	dasN5_239_026G1_maxbin2.maxbin.002.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasS2_004_018G1_maxbin2.maxbin.011.fasta-c00026_0418A01...region001	2919	dasS2_004_018G1_maxbin2.maxbin.011.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN5_252_040G1_concoct_5-c00011_N5_252_...region001	2919	dasN5_252_040G1_concoct_5	Pseudomonas	NRPS	Infant	1	1	1
SRS371892_3-015	2919	SRS371892_3	Pseudomonas	nrps	Adult	1	1	1
dasN4_188_025G1_maxbin2.maxbin.002.fasta-c00005_N4_188_...region001	2919	dasN4_188_025G1_maxbin2.maxbin.002.fasta	Pseudomonas	NRPS	Infant	1	1	1
dasN5_272_000G1_maxbin2.maxbin.005.fasta-c00013_N5_272_...region001	2970	dasN5_272_000G1_maxbin2.maxbin.005.fasta	Pseudomonas_B	NRPS	Infant	1	1	1
dasN5_272_000G1_maxbin2.maxbin.005.fasta-c00001_N5_272_...region001	2969	dasN5_272_000G1_maxbin2.maxbin.005.fasta	Pseudomonas_B	siderophore	Infant	1	1	1
dasS2_014_000G1_maxbin2.maxbin.013.fasta-c00014_S2_014_...region001	1628	dasS2_014_000G1_maxbin2.maxbin.013.fasta	Pseudomonas_E	NRPS	Infant	1	1	1
SRS1596807_23-004	1973	SRS1596807_23	Raoultella	nrps	Adult	1	1	1
dasN4_106_000G1_maxbin2.maxbin.007.fasta-c00005_N4_106_...region001	2845	dasN4_106_000G1_maxbin2.maxbin.007.fasta	Rothia	NRPS	Infant	1	1	0
ERS473172_3-001	2845	ERS473172_3	Rothia	nrps	Adult	1	1	0
dasN5_225_000G1_concoct_7-c00009_N5_225_...region001	2845	dasN5_225_000G1_concoct_7	Rothia	NRPS	Infant	1	1	0
SRS475589_74-001	1867	SRS475589_74	Salmonella	nrps	Adult	1	1	1
SRS476609_15-001	1867	SRS476609_15	Salmonella	nrps	Adult	1	1	1
ERS608553_10-002	2046	ERS608553_10	Salmonella	nrps	Adult	1	1	1
SRS294919_41-002	1911	SRS294919_41	Salmonella	other	Adult	1	1	0
ERS235567_48-001	1953	ERS235567_48	Salmonella	nrps	Adult	1	1	1
ERS537286_75-002	2046	ERS537286_75	Salmonella	nrps	Adult	1	1	1
SRS259527_2-001	2040	SRS259527_2	Salmonella	nrps	Adult	1	1	1
dasN2_066_015G1_abawaca.5.fasta-c00002_66_016_...region001	2988	dasN2_066_015G1_abawaca.5.fasta	Serratia	NRPS-like	Infant	1	1	0
dasN5_218_043G1_maxbin2.maxbin.002.fasta-c00038_N5_218_...region001	1628	dasN5_218_043G1_maxbin2.maxbin.002.fasta	Serratia	NRPS	Infant	0	1	1
dasN5_264_000G1_abawaca.6.fasta-c00037_N5_264_...region001	2047	dasN5_264_000G1_abawaca.6.fasta	Serratia	NRPS	Infant	1	1	1
SRS383481_1-006	2373	SRS383481_1	Serratia	t1pks-nrps	Adult	1	0	1
dasN2_066_015G1_abawaca.5.fasta-c00003_66_016_...region001	2575	dasN2_066_015G1_abawaca.5.fasta	Serratia	NRPS	Infant	1	1	1
dasN5_265_000G1_concoct_15-c00001_N5_265_...region001	2575	dasN5_265_000G1_concoct_15	Serratia	NRPS	Infant	1	1	1
dasN5_265_000G1_concoct_15-c00012_N5_265_...region001	2947	dasN5_265_000G1_concoct_15	Serratia	hserlactone	Infant	1	1	0
dasN2_066_015G1_abawaca.5.fasta-c00002_66_016_...region002	2574	dasN2_066_015G1_abawaca.5.fasta	Serratia	betalactone	Infant	1	1	0
dasN5_267_008G1_maxbin2.maxbin.005.fasta-c00018_N5_267_...region001	3070	dasN5_267_008G1_maxbin2.maxbin.005.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414285_2-002	2558	SRS414285_2	Staphylococcus	siderophore	Adult	1	1	0
dasN5_281_015G1_concoct_2-c00028_N5_281_...region001	2558	dasN5_281_015G1_concoct_2	Staphylococcus	siderophore	Infant	1	1	0
SRS414105_1-001	1535	SRS414105_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_160_053G1_abawaca.13.fasta-c00003_N4_160_...region001	2538	dasN4_160_053G1_abawaca.13.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371449_3-001	2558	SRS371449_3	Staphylococcus	siderophore	Adult	1	1	0
dasS2_004_021G1_maxbin2.maxbin.003.fasta-c00009_JBBB011...region001	2558	dasS2_004_021G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_038_011G1_concoct_9-c00029_38_006_...region001	2558	dasN2_038_011G1_concoct_9	Staphylococcus	siderophore	Infant	1	1	0
dasN4_104_013G1_concoct_23-c00018_N4_104_...region001	2558	dasN4_104_013G1_concoct_23	Staphylococcus	siderophore	Infant	1	1	0
SRS372667_3-001	2558	SRS372667_3	Staphylococcus	siderophore	Adult	1	1	0
SRS414258_5-002	2558	SRS414258_5	Staphylococcus	siderophore	Adult	1	1	0
dasN1_021_017G1_maxbin2.maxbin.003.fasta-c00015_b021-d0...region001	2538	dasN1_021_017G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_129_000G1_concoct_34-c00029_N4_129_...region001	2808	dasN4_129_000G1_concoct_34	Staphylococcus	siderophore	Infant	1	1	0
SRS371548_2-003	2558	SRS371548_2	Staphylococcus	siderophore	Adult	1	1	0
dasN1_017_010G1_maxbin2.maxbin.001.fasta-c00014_b017-d0...region001	2558	dasN1_017_010G1_maxbin2.maxbin.001.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_061_000G1_abawaca.19.fasta-c00029_N2_061_...region001	2558	dasN2_061_000G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_154_020G1_abawaca.29.fasta-c00058_N4_154_...region001	1535	dasN4_154_020G1_abawaca.29.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_256_032G1_abawaca.5.fasta-c00020_N5_256_...region001	2558	dasN5_256_032G1_abawaca.5.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_233_013G2_maxbin2.maxbin.004.fasta-c00015_N5_233_...region001	3021	dasN5_233_013G2_maxbin2.maxbin.004.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414262_1-001	2558	SRS414262_1	Staphylococcus	siderophore	Adult	1	1	0
dasS2_003_016G1_concoct_1-c00032_JBBB009...region001	2558	dasS2_003_016G1_concoct_1	Staphylococcus	siderophore	Infant	1	1	0
SRS414225_2-001	1535	SRS414225_2	Staphylococcus	siderophore	Adult	1	1	0
dasN5_279_000G1_concoct_23-c00025_N5_279_...region001	1535	dasN5_279_000G1_concoct_23	Staphylococcus	siderophore	Infant	1	1	0
SRS371849_3-002	3070	SRS371849_3	Staphylococcus	siderophore	Adult	1	1	0
dasN4_087_009G1_maxbin2.maxbin.008.fasta-c00043_N4_087_...region001	2302	dasN4_087_009G1_maxbin2.maxbin.008.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_014_000G1_abawaca.49.fasta-c00021_N1_014_...region001	3021	dasN1_014_000G1_abawaca.49.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_009_006G1_abawaca.15.fasta-c00028_b009-d0...region001	2808	dasN1_009_006G1_abawaca.15.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_101_012G1_maxbin2.maxbin.003.fasta-c00012_N4_101_...region001	1535	dasN4_101_012G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_225_000G1_abawaca.53.fasta-c00014_N5_225_...region001	2952	dasN5_225_000G1_abawaca.53.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_168_000G1_concoct_9-c00022_N4_168_...region001	1535	dasN4_168_000G1_concoct_9	Staphylococcus	siderophore	Infant	1	1	0
dasS2_002_014G1_maxbin2.maxbin.003.fasta-c00004_JBBB007...region002	3070	dasS2_002_014G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372673_2-003	2558	SRS372673_2	Staphylococcus	siderophore	Adult	1	1	0
dasN4_160_010G1_abawaca.11.fasta-c00020_N4_160_...region001	2558	dasN4_160_010G1_abawaca.11.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372728_1-002	2558	SRS372728_1	Staphylococcus	siderophore	Adult	1	1	0
dasN5_244_014G1_concoct_5-c00008_N5_244_...region001	1535	dasN5_244_014G1_concoct_5	Staphylococcus	siderophore	Infant	1	1	0
dasS2_016_007G1_abawaca.19.fasta-c00032_1607A08...region001	2558	dasS2_016_007G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_252_000G1_concoct_3-c00018_N5_252_...region001	3021	dasN5_252_000G1_concoct_3	Staphylococcus	siderophore	Infant	1	1	0
dasN4_155_013G1_concoct_9-c00037_N4_155_...region001	2558	dasN4_155_013G1_concoct_9	Staphylococcus	siderophore	Infant	1	1	0
SRS373048_2-001	1535	SRS373048_2	Staphylococcus	siderophore	Adult	1	1	0
dasS2_009_000G1_abawaca.25.fasta-c00025_S2_009_...region001	2558	dasS2_009_000G1_abawaca.25.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS373120_1-002	2558	SRS373120_1	Staphylococcus	siderophore	Adult	1	1	0
dasN5_261_008G1_abawaca.11.fasta-c00047_N5_261_...region001	1535	dasN5_261_008G1_abawaca.11.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_171_017G1_maxbin2.maxbin.003.fasta-c00010_N4_171_...region001	3070	dasN4_171_017G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_039_013G1_abawaca.27.fasta-c00010_39_001_...region001	2558	dasN2_039_013G1_abawaca.27.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_281_031G1_concoct_7-c00021_N5_281_...region001	3070	dasN5_281_031G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
dasS2_003_008G1_maxbin2.maxbin.005.fasta-c00016_JBBB009...region001	3021	dasS2_003_008G1_maxbin2.maxbin.005.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_272_009G1_concoct_7-c00031_N5_272_...region001	2558	dasN5_272_009G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
SRS414230_2-002	2558	SRS414230_2	Staphylococcus	siderophore	Adult	1	1	0
ERS473031_3-001	1535	ERS473031_3	Staphylococcus	siderophore	Adult	1	1	0
dasN4_005_008G1_concoct_11-c00017_N4_005_...region001	2952	dasN4_005_008G1_concoct_11	Staphylococcus	siderophore	Infant	1	1	0
dasN4_124_000G1_concoct_14-c00013_N4_124_...region001	3070	dasN4_124_000G1_concoct_14	Staphylococcus	siderophore	Infant	1	1	0
dasN4_159_039G1_maxbin2.maxbin.004.fasta-c00023_N4_159_...region001	3070	dasN4_159_039G1_maxbin2.maxbin.004.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_070_027G1_maxbin2.maxbin.001.fasta-c00029_70_007_...region001	2558	dasN2_070_027G1_maxbin2.maxbin.001.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_014_018G1_maxbin2.maxbin.014.fasta-c00013_JBBB006...region001	3070	dasS2_014_018G1_maxbin2.maxbin.014.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371847_3-004	1535	SRS371847_3	Staphylococcus	siderophore	Adult	1	1	0
SRS373093_3-002	3070	SRS373093_3	Staphylococcus	siderophore	Adult	1	1	0
ERS473365_4-001	2952	ERS473365_4	Staphylococcus	siderophore	Adult	1	1	0
dasN4_171_017G1_maxbin2.maxbin.003.fasta-c00014_N4_171_...region001	2538	dasN4_171_017G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_006_000G1_abawaca.39.fasta-c00017_S2_006_...region001	1535	dasS2_006_000G1_abawaca.39.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_070_019G1_abawaca.19.fasta-c00014_70_002_...region001	3021	dasN2_070_019G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS344919_10-002	2558	SRS344919_10	Staphylococcus	siderophore	Adult	1	1	0
dasN3_175_000G1_concoct_19-c00020_N3_175_...region001	2558	dasN3_175_000G1_concoct_19	Staphylococcus	siderophore	Infant	1	1	0
SRS371401_7-002	1535	SRS371401_7	Staphylococcus	siderophore	Adult	1	1	0
SRS371443_2-001	2558	SRS371443_2	Staphylococcus	siderophore	Adult	1	1	0
dasS2_012_015G1_maxbin2.maxbin.003.fasta-c00005_1215A07...region001	3070	dasS2_012_015G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_154_006G1_concoct_17-c00022_N4_154_...region001	2558	dasN4_154_006G1_concoct_17	Staphylococcus	siderophore	Infant	1	1	0
SRS344941_3-002	2538	SRS344941_3	Staphylococcus	siderophore	Adult	1	1	0
dasN5_238_009G1_abawaca.9.fasta-c00017_N5_238_...region001	2952	dasN5_238_009G1_abawaca.9.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372551_1-002	2558	SRS372551_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_106_051G1_abawaca.19.fasta-c00013_N4_106_...region001	1535	dasN4_106_051G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_003_028G1_abawaca.13.fasta-c00029_b003-d0...region001	2558	dasN1_003_028G1_abawaca.13.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_262_026G1_concoct_0-c00030_N5_262_...region001	2558	dasN5_262_026G1_concoct_0	Staphylococcus	siderophore	Infant	1	1	0
dasN5_245_000G1_abawaca.65.fasta-c00019_N5_245_...region001	2538	dasN5_245_000G1_abawaca.65.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_258_000G1_concoct_39-c00083_N5_258_...region001	2558	dasN5_258_000G1_concoct_39	Staphylococcus	siderophore	Infant	1	1	0
SRS373031_1-004	2558	SRS373031_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_141_000G1_maxbin2.maxbin.001.fasta-c00018_N4_141_...region001	2558	dasN4_141_000G1_maxbin2.maxbin.001.fasta	Staphylococcus	siderophore	Infant	1	1	0
ERS473223_4-001	1535	ERS473223_4	Staphylococcus	siderophore	Adult	1	1	0
SRS372726_7-001	2952	SRS372726_7	Staphylococcus	siderophore	Adult	1	1	0
dasN4_137_005G1_concoct_2-c00013_N4_137_...region001	2558	dasN4_137_005G1_concoct_2	Staphylococcus	siderophore	Infant	1	1	0
dasN4_188_025G1_concoct_14-c00018_N4_188_...region001	1535	dasN4_188_025G1_concoct_14	Staphylococcus	siderophore	Infant	1	1	0
ERS473384_3-004	2538	ERS473384_3	Staphylococcus	siderophore	Adult	1	1	0
ERS473407_10-001	2558	ERS473407_10	Staphylococcus	siderophore	Adult	1	1	0
dasN4_124_007G1_abawaca.21.fasta-c00015_N4_124_...region001	2558	dasN4_124_007G1_abawaca.21.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_012_016G1_concoct_25-c00012_1216A07...region001	2558	dasS2_012_016G1_concoct_25	Staphylococcus	siderophore	Infant	1	1	0
dasN4_128_000G1_concoct_29-c00022_N4_128_...region001	2538	dasN4_128_000G1_concoct_29	Staphylococcus	siderophore	Infant	1	1	0
dasN4_142_008G1_abawaca.5.fasta-c00021_N4_142_...region001	2558	dasN4_142_008G1_abawaca.5.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS373118_4-001	2558	SRS373118_4	Staphylococcus	siderophore	Adult	1	1	0
SRS371849_3-004	2538	SRS371849_3	Staphylococcus	siderophore	Adult	1	1	0
dasN1_008_000G1_maxbin2.maxbin.010.fasta-c00003_N1_008_...region001	1535	dasN1_008_000G1_maxbin2.maxbin.010.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS371498_2-002	1535	SRS371498_2	Staphylococcus	siderophore	Adult	1	1	0
dasN4_207_000G1_abawaca.59.fasta-c00020_N4_207_...region001	2808	dasN4_207_000G1_abawaca.59.fasta	Staphylococcus	siderophore	Infant	1	1	0
ERS473197_2-001	2558	ERS473197_2	Staphylococcus	siderophore	Adult	1	1	0
dasN5_265_000G1_concoct_1-c00012_N5_265_...region001	3021	dasN5_265_000G1_concoct_1	Staphylococcus	siderophore	Infant	1	1	0
dasN4_189_000G1_maxbin2.maxbin.014.fasta-c00021_N4_189_...region001	2558	dasN4_189_000G1_maxbin2.maxbin.014.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_267_008G1_maxbin2.maxbin.005.fasta-c00037_N5_267_...region001	2538	dasN5_267_008G1_maxbin2.maxbin.005.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414169_1-002	2558	SRS414169_1	Staphylococcus	siderophore	Adult	1	1	0
SRS371554_3-001	2558	SRS371554_3	Staphylococcus	siderophore	Adult	1	1	0
dasN2_069_000G1_concoct_39-c00015_N2_069_...region001	1535	dasN2_069_000G1_concoct_39	Staphylococcus	siderophore	Infant	1	1	0
dasS2_012_015G1_maxbin2.maxbin.003.fasta-c00022_1215A07...region001	2558	dasS2_012_015G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
ERS473273_1-001	2558	ERS473273_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_129_016G1_concoct_26-c00013_N4_129_...region001	2558	dasN4_129_016G1_concoct_26	Staphylococcus	siderophore	Infant	1	1	0
dasN5_281_031G1_concoct_7-c00026_N5_281_...region001	2538	dasN5_281_031G1_concoct_7	Staphylococcus	siderophore	Infant	1	1	0
dasN4_116_010G1_abawaca.13.fasta-c00019_N4_116_...region001	2808	dasN4_116_010G1_abawaca.13.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_250_000G1_abawaca.12.fasta-c00024_N5_250_...region001	2952	dasN5_250_000G1_abawaca.12.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_012_000G1_abawaca.25.fasta-c00030_S2_012_...region001	2808	dasS2_012_000G1_abawaca.25.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_250_000G1_maxbin2.maxbin.003.fasta-c00028_N5_250_...region001	2558	dasN5_250_000G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_160_024G1_abawaca.5.fasta-c00013_N4_160_...region001	1535	dasN4_160_024G1_abawaca.5.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_021_017G1_maxbin2.maxbin.003.fasta-c00016_b021-d0...region001	3070	dasN1_021_017G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS344941_3-003	3070	SRS344941_3	Staphylococcus	siderophore	Adult	1	1	0
dasS2_002_022G1_abawaca.41.fasta-c00021_JBBB008...region001	3021	dasS2_002_022G1_abawaca.41.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_279_041G1_maxbin2.maxbin.006.fasta-c00030_N5_279_...region001	2808	dasN5_279_041G1_maxbin2.maxbin.006.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS414274_6-001	2558	SRS414274_6	Staphylococcus	siderophore	Adult	1	1	0
ERS473143_8-001	2558	ERS473143_8	Staphylococcus	siderophore	Adult	1	1	0
SRS344905_3-001	2538	SRS344905_3	Staphylococcus	siderophore	Adult	1	1	0
dasN4_159_031G1_concoct_26-c00012_N4_159_...region001	1535	dasN4_159_031G1_concoct_26	Staphylococcus	siderophore	Infant	1	1	0
SRS373093_3-003	2538	SRS373093_3	Staphylococcus	siderophore	Adult	1	1	0
dasN2_035_016G1_abawaca.14.fasta-c00031_35_006_...region001	2558	dasN2_035_016G1_abawaca.14.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_095_000G1_maxbin2.maxbin.017.fasta-c00013_N4_095_...region001	3070	dasN4_095_000G1_maxbin2.maxbin.017.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_206_021G1_concoct_15-c00031_N4_206_...region001	1535	dasN4_206_021G1_concoct_15	Staphylococcus	siderophore	Infant	1	1	0
dasN5_241_010G1_maxbin2.maxbin.001.fasta-c00014_N5_241_...region001	2558	dasN5_241_010G1_maxbin2.maxbin.001.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN4_160_053G1_abawaca.13.fasta-c00024_N4_160_...region001	3070	dasN4_160_053G1_abawaca.13.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372662_4-002	2558	SRS372662_4	Staphylococcus	siderophore	Adult	1	1	0
dasN1_019_026G1_maxbin2.maxbin.002.fasta-c00012_b019-d0...region001	1535	dasN1_019_026G1_maxbin2.maxbin.002.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN5_245_000G1_abawaca.65.fasta-c00025_N5_245_...region001	3070	dasN5_245_000G1_abawaca.65.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN2_064_011G1_concoct_15-c00032_64_003_...region001	2558	dasN2_064_011G1_concoct_15	Staphylococcus	siderophore	Infant	1	1	0
dasN5_260_000G1_concoct_25-c00042_N5_260_...region001	2558	dasN5_260_000G1_concoct_25	Staphylococcus	siderophore	Infant	1	1	0
dasN5_243_005G1_maxbin2.maxbin.001.fasta-c00016_N5_243_...region001	2558	dasN5_243_005G1_maxbin2.maxbin.001.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasS2_003_008G1_concoct_18-c00016_JBBB009...region001	3070	dasS2_003_008G1_concoct_18	Staphylococcus	siderophore	Infant	1	1	0
SRS311563_1-002	2558	SRS311563_1	Staphylococcus	siderophore	Adult	1	1	0
dasN4_116_019G1_maxbin2.maxbin.003.fasta-c00002_N4_116_...region001	2558	dasN4_116_019G1_maxbin2.maxbin.003.fasta	Staphylococcus	siderophore	Infant	1	1	0
dasN1_019_012G1_abawaca.19.fasta-c00012_b019-d0...region001	2538	dasN1_019_012G1_abawaca.19.fasta	Staphylococcus	siderophore	Infant	1	1	0
SRS372644_1-002	2558	SRS372644_1	Staphylococcus	siderophore	Adult	1	1	0
ERS473273_7-002	3070	ERS473273_7	Staphylococcus	siderophore	Adult	1	1	0
